07/06/22	11:21 AM
Experiment Type:	Generic
Pseudo Cross Correlation
Scattering angle:	104.0
Duration (s):	900
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.890
Temperature (K):	298.1
Laser intensity (mW):	141.325500
Average Count rate  A (kHz):	188.5
Average Count rate  B (kHz):	184.9
Intercept:	1.0000
Cumulant 1st	420.72
Cumulant 2nd	935.37	0.86
Cumulant 3rd	1774.40	1.18

Lag time (s)         g2-1
Count Rate History (KHz)  CR CHA / CR CHB
0.000000	129.432678	127.258301
0.052429	133.132935	133.304596
0.104858	116.539001	112.686157
0.157286	153.903961	150.470734
0.209715	143.184662	144.538879
0.262144	136.737823	134.468079
0.314573	156.726837	150.527954
0.367002	170.955658	169.086456
0.419430	150.070190	147.171021
0.471859	159.511566	158.691406
0.524288	144.748688	142.211914
0.576717	151.214600	146.884918
0.629146	158.081055	157.108307
0.681574	147.151947	140.571594
0.734003	148.448944	144.996643
0.786432	148.162842	147.037506
0.838861	118.389130	118.179321
0.891290	140.132904	136.260986
0.943718	156.497955	154.361725
0.996147	172.042847	164.680481
1.048576	163.021088	162.448883
1.101005	141.925812	140.552521
1.153434	130.138397	129.318237
1.205862	149.917603	145.549774
1.258291	156.173706	154.247284
1.310720	137.729645	134.792328
1.363149	156.688690	155.067444
1.415578	170.936584	163.173676
1.468006	133.590698	131.053925
1.520435	118.255615	116.786957
1.572864	131.607056	129.776001
1.625293	141.391754	137.329102
1.677722	179.138184	174.884796
1.730150	157.928467	156.421661
1.782579	149.345398	148.658752
1.835008	126.132965	125.045776
1.887437	137.443542	134.887695
1.939866	122.661591	118.522644
1.992294	118.923187	113.735199
2.044723	121.555328	119.762421
2.097152	122.909546	118.789673
2.149581	116.462708	113.410950
2.202010	108.337402	110.130310
2.254438	146.617889	147.342682
2.306867	204.238892	206.489563
2.359296	140.361786	137.939453
2.411725	107.936859	107.650757
2.464154	116.577148	113.182068
2.516582	120.906830	117.645264
2.569011	124.855042	119.228363
2.621440	137.119293	132.656097
2.673869	168.247223	164.642334
2.726298	123.252869	120.849609
2.778726	118.675232	117.797852
2.831155	132.656097	129.489899
2.883584	131.378174	127.239227
2.936013	142.612457	142.745972
2.988442	120.162964	119.991302
3.040870	122.375488	120.353699
3.093299	138.072968	133.266449
3.145728	137.805939	132.808685
3.198157	131.053925	127.506256
3.250586	208.244324	205.497742
3.303014	131.511688	129.051208
3.355443	162.448883	158.882141
3.407872	135.784149	132.350922
3.460301	132.942200	132.465363
3.512730	165.557861	161.781311
3.565158	133.953094	131.320953
3.617587	131.454468	129.604340
3.670016	169.620514	166.683197
3.722445	160.293579	157.470703
3.774874	126.113892	122.737885
3.827302	133.380890	131.740570
3.879731	130.443573	129.356384
3.932160	117.950439	117.416382
3.984589	138.816833	135.002136
4.037018	132.064819	133.228302
4.089446	124.416351	121.669769
4.141875	120.429993	119.819641
4.194304	136.528015	132.942200
4.246733	134.487152	130.844116
4.299162	119.495392	116.176605
4.351590	130.672455	128.250122
4.404019	158.843994	147.895813
4.456448	136.508942	132.865906
4.508877	132.637024	130.825043
4.561306	111.083984	106.906891
4.613734	131.702423	126.113892
4.666163	122.566223	118.141174
4.718592	124.416351	122.222900
4.771021	162.906647	161.170959
4.823450	236.396790	233.116150
4.875878	149.879456	151.653290
4.928307	150.051117	148.963928
4.980736	136.203766	136.985779
5.033165	158.271790	150.318146
5.085594	180.988312	174.427032
5.138022	124.206543	121.555328
5.190451	173.854828	171.070099
5.242880	138.149261	134.754181
5.295309	158.901215	157.051086
5.347738	151.824951	146.884918
5.400166	154.914856	150.909424
5.452595	147.228241	145.320892
5.505024	131.721497	128.250122
5.557453	136.699677	130.100250
5.609882	118.179321	114.879608
5.662310	137.252808	131.206512
5.714739	150.814056	143.451691
5.767168	130.634308	127.964020
5.819597	157.756805	156.269073
5.872026	161.876678	162.220001
5.924454	151.081085	149.383545
5.976883	163.440704	158.386230
6.029312	127.220154	124.149323
6.081741	132.312775	133.113861
6.134170	134.773254	131.492615
6.186598	142.650604	139.007568
6.239027	144.805908	141.468048
6.291456	130.958557	125.484467
6.343885	126.285553	125.980377
6.396314	132.865906	130.653381
6.448742	131.721497	130.252838
6.501171	136.051178	134.315491
6.553600	154.056549	156.345367
6.606029	144.939423	143.947601
6.658458	165.748596	162.811279
6.710886	183.753967	179.786682
6.763315	148.925781	146.350861
6.815744	129.852295	130.157471
6.868173	176.067352	175.781250
6.920602	137.157440	136.070251
6.973030	137.996674	137.176514
7.025459	148.906708	147.209167
7.077888	125.617981	125.522614
7.130317	138.702393	137.062073
7.182746	134.773254	132.789612
7.235174	145.645142	144.138336
7.287603	137.748718	136.089325
7.340032	131.893158	129.051208
7.392461	167.980194	166.511536
7.444890	204.524994	203.132629
7.497318	129.489899	128.040314
7.549747	148.067474	145.168304
7.602176	119.609833	118.255615
7.654605	198.097229	196.075439
7.707034	123.939514	124.263763
7.759462	139.160156	135.135651
7.811891	145.587921	142.345428
7.864320	118.598938	117.168427
7.916749	109.367371	106.391907
7.969178	133.323669	134.105682
8.021606	128.593445	126.247406
8.074035	128.803253	123.748779
8.126464	157.623291	156.555176
8.178893	167.331696	163.593292
8.231322	154.132843	156.269073
8.283750	143.299103	140.686035
8.336179	163.269043	164.489746
8.388608	143.871307	141.963959
8.441037	137.348175	135.116577
8.493466	174.255371	171.527863
8.545894	173.854828	171.775818
8.598323	169.334412	166.015625
8.650752	139.408112	135.364532
8.703181	119.438171	118.923187
8.755610	148.887634	142.993927
8.808038	124.740601	121.955872
8.860467	132.522583	130.882263
8.912896	174.045563	167.465210
8.965325	132.675171	132.808685
9.017754	132.980347	133.018494
9.070182	182.991028	173.816681
9.122611	154.209137	155.429840
9.175040	145.168304	145.721436
9.227469	122.451782	122.241974
9.279898	118.885040	118.408203
9.332326	129.871368	125.827789
9.384755	138.435364	136.203766
9.437184	129.623413	127.182007
9.489613	107.879639	106.792450
9.542042	160.617828	160.655975
9.594470	166.740417	162.963867
9.646899	161.857605	161.705017
9.699328	211.925507	206.031799
9.751757	140.247345	136.337280
9.804186	143.260956	140.209198
9.856614	138.435364	135.803223
9.909043	172.595978	168.666840
9.961472	174.942017	166.358948
10.013901	134.410858	131.416321
10.066330	129.833221	124.340057
10.118758	155.086517	148.086548
10.171187	143.852234	143.814087
10.223616	161.819458	160.179138
10.276045	158.214569	155.048370
10.328474	176.372528	169.124603
10.380902	160.541534	152.168274
10.433331	120.239258	120.391846
10.485760	138.530731	134.792328
10.538189	126.781464	125.102997
10.590618	134.029388	133.438110
10.643046	141.162872	135.440826
10.695475	127.716064	121.269226
10.747904	117.130280	116.405487
10.800333	142.097473	140.228271
10.852762	143.280029	137.901306
10.905190	152.282715	150.032043
10.957619	140.628815	133.247375
11.010048	165.233612	158.405304
11.062477	153.369904	151.767731
11.114906	147.075653	145.244598
11.167334	167.999268	164.966583
11.219763	150.547028	147.476196
11.272192	142.841339	140.304565
11.324621	162.067413	159.530640
11.377050	155.773163	153.675079
11.429478	140.876770	133.056641
11.481907	207.748413	201.931000
11.534336	144.100189	141.372681
11.586765	153.884888	151.233673
11.639194	153.408051	147.724152
11.691622	172.386169	166.721344
11.744051	144.252777	143.337250
11.796480	218.830109	215.950012
11.848909	171.852112	169.754028
11.901338	153.388977	149.612427
11.953766	132.446289	132.942200
12.006195	139.751434	135.154724
12.058624	125.217438	128.040314
12.111053	172.557831	167.293549
12.163482	192.871094	188.884735
12.215910	180.397034	178.833008
12.268339	188.083649	182.819366
12.320768	184.497833	183.334351
12.373197	168.075562	163.631439
12.425626	154.247284	151.557922
12.478054	123.310089	125.102997
12.530483	156.726837	153.102875
12.582912	127.525330	127.525330
12.635341	165.615082	159.511566
12.687770	154.304504	149.784088
12.740198	237.674713	232.849121
12.792627	160.999298	154.857635
12.845056	155.239105	147.762299
12.897485	127.811432	126.323700
12.949914	118.656158	118.179321
13.002342	130.481720	125.446320
13.054771	152.435303	147.266388
13.107200	150.203705	146.121979
13.159629	144.996643	143.966675
13.212058	128.612518	126.056671
13.264486	121.040344	117.969513
13.316915	140.228271	139.923096
13.369344	145.339966	141.468048
13.421773	172.634125	166.778564
13.474202	141.963959	136.871338
13.526630	145.301819	145.320892
13.579059	143.527985	141.487122
13.631488	174.007416	169.105530
13.683917	111.026764	112.094879
13.736346	116.615295	113.239288
13.788774	132.579803	128.993988
13.841203	163.898468	163.383484
13.893632	175.952911	173.339844
13.946061	128.574371	123.119354
13.998490	120.182037	114.536285
14.050918	170.383453	165.309906
14.103347	148.277283	147.495270
14.155776	146.026611	145.950317
14.208205	157.699585	153.598785
14.260634	157.203674	159.282684
14.313062	141.277313	140.056610
14.365491	138.339996	139.331818
14.417920	133.800507	131.511688
14.470349	151.214600	149.021149
14.522778	157.299042	157.890320
14.575206	146.160126	141.716003
14.627635	137.901306	133.819580
14.680064	158.557892	155.487061
14.732493	131.111145	129.909515
14.784922	148.925781	148.887634
14.837350	159.111023	155.677795
14.889779	121.822357	120.887756
14.942208	105.686188	103.378296
14.994637	120.487213	119.895935
15.047066	138.168335	135.726929
15.099494	126.705170	125.579834
15.151923	134.391785	130.977631
15.204352	139.713287	139.656067
15.256781	163.021088	160.884857
15.309210	146.541595	141.563416
15.361638	177.421570	172.595978
15.414067	162.925720	160.274506
15.466496	150.413513	149.230957
15.518925	143.737793	137.329102
15.571354	141.258240	134.201050
15.623782	136.013031	131.950378
15.676211	132.122040	131.607056
15.728640	122.070312	122.833252
15.781069	154.819489	149.116516
15.833498	164.737701	157.260895
15.885926	151.138306	145.797729
15.938355	178.909302	175.666809
15.990784	164.966583	160.732269
16.043213	148.391724	144.920349
16.095642	143.413544	137.901306
16.148070	209.445953	205.554962
16.200499	143.432617	140.819550
16.252928	137.958527	134.830475
16.305357	147.743225	145.702362
16.357786	153.694153	148.639679
16.410214	134.410858	127.735138
16.462643	154.571533	149.574280
16.515072	173.053741	167.655945
16.567501	128.250122	127.201080
16.619930	123.004913	118.427277
16.672358	157.394409	159.149170
16.724787	151.977539	151.195526
16.777216	170.307159	164.451599
16.829645	211.639404	204.124451
16.882074	228.252411	220.146179
16.934502	199.222565	191.631317
16.986931	172.824860	173.339844
17.039360	170.745850	167.617798
17.091789	199.298859	191.287994
17.144218	130.481720	128.860474
17.196646	224.838257	221.977234
17.249075	144.653320	138.187408
17.301504	192.546844	190.486908
17.353933	163.536072	163.764954
17.406362	169.124603	163.021088
17.458790	148.258209	141.372681
17.511219	184.135437	183.296204
17.563648	264.339447	260.868073
17.616077	216.846466	210.342407
17.668506	227.527618	228.958130
17.720934	164.299011	161.190033
17.773363	151.309967	148.677826
17.825792	135.421753	131.397247
17.878221	164.604187	159.244537
17.930650	139.503479	135.383606
17.983078	127.353668	125.370026
18.035507	207.023621	200.443268
18.087936	251.617432	246.582031
18.140365	189.666748	184.860229
18.192794	130.062103	130.615234
18.245222	237.255096	232.105255
18.297651	167.369843	164.813995
18.350080	319.213867	316.734314
18.402509	139.331818	136.814117
18.454938	146.293640	142.822266
18.507366	142.822266	141.887665
18.559795	131.263733	127.582550
18.612224	179.386139	176.982880
18.664653	176.830292	169.544220
18.717082	141.067505	141.353607
18.769510	132.064819	129.280090
18.821939	163.555145	159.835815
18.874368	169.830322	163.936615
18.926797	151.691437	150.508881
18.979226	143.070221	138.626099
19.031654	186.634064	179.805756
19.084083	236.225128	236.148834
19.136512	217.761993	211.105347
19.188941	133.571625	127.487183
19.241370	189.304352	183.200836
19.293798	197.887421	192.852020
19.346227	185.966492	185.737610
19.398656	163.898468	159.549713
19.451085	230.903625	223.960876
19.503514	171.203613	167.770386
19.555942	169.620514	164.604187
19.608371	159.282684	158.519745
19.660800	262.012482	259.685516
19.713229	250.549316	243.301392
19.765658	318.317413	308.628082
19.818086	235.729218	226.936340
19.870515	138.950348	134.544373
19.922944	154.838562	147.514343
19.975373	137.882233	136.299133
20.027802	187.988281	194.396973
20.080230	133.876801	130.195618
20.132659	126.342773	124.492645
20.185088	153.694153	148.773193
20.237517	213.298798	209.083557
20.289946	186.748505	182.781219
20.342374	206.737518	199.642181
20.394803	228.977203	224.285126
20.447232	194.282532	191.268921
20.499661	174.045563	168.533325
20.552090	185.165405	182.189941
20.604518	207.595825	204.792023
20.656947	198.459625	195.751190
20.709376	250.835419	245.227814
20.761805	297.298431	290.145874
20.814234	251.350403	245.265961
20.866662	125.675201	126.647949
20.919091	136.241913	133.819580
20.971520	201.683044	196.762085
21.023949	145.969391	141.582489
21.076378	120.868683	117.855072
21.128806	133.266449	132.789612
21.181235	140.724182	139.255524
21.233664	121.555328	118.026733
21.286093	127.429962	129.890442
21.338522	134.220123	132.961273
21.390950	121.078491	121.135712
21.443379	142.955780	143.337250
21.495808	138.950348	135.536194
21.548237	155.448914	155.105591
21.600666	130.100250	127.620697
21.653094	127.620697	126.457214
21.705523	125.465393	125.122070
21.757952	116.920471	116.462708
21.810381	120.544434	120.182037
21.862810	129.222870	125.751495
21.915238	108.032227	103.912354
21.967667	136.871338	128.860474
22.020096	138.168335	137.405396
22.072525	107.269287	104.713440
22.124954	128.993988	128.269196
22.177382	132.942200	134.582520
22.229811	132.312775	132.026672
22.282240	185.432434	180.702209
22.334669	178.127289	174.617767
22.387098	162.258148	157.642365
22.439526	143.394470	141.258240
22.491955	140.666962	137.462616
22.544384	129.489899	126.571655
22.596813	190.067291	184.497833
22.649242	220.794678	214.729309
22.701670	210.094452	206.699371
22.754099	138.359070	135.269165
22.806528	180.931091	180.053711
22.858957	199.813843	198.116302
22.911386	133.724213	133.686066
22.963814	146.961212	141.296387
23.016243	148.563385	145.092010
23.068672	162.773132	158.233643
23.121101	161.895752	158.977509
23.173530	129.489899	128.231049
23.225958	128.078461	128.555298
23.278387	140.132904	137.672424
23.330816	147.037506	144.939423
23.383245	145.721436	143.795013
23.435674	124.092102	119.667053
23.488102	120.201111	118.942261
23.540531	135.154724	129.070282
23.592960	140.781403	137.290955
23.645389	148.296356	144.996643
23.697818	160.884857	154.113770
23.750246	168.819427	167.999268
23.802675	127.620697	120.182037
23.855104	153.789520	144.996643
23.907533	137.519836	135.154724
23.959962	168.800354	167.980194
24.012390	178.585052	176.639557
24.064819	163.154602	159.378052
24.117248	151.443481	149.784088
24.169677	136.375427	136.566162
24.222106	148.983002	143.833160
24.274534	180.606842	180.511475
24.326963	129.432678	128.345490
24.379392	173.377991	170.860291
24.431821	172.576904	169.124603
24.484250	157.890320	152.893066
24.536678	171.585083	167.045593
24.589107	236.740112	230.007172
24.641536	132.751465	134.410858
24.693965	177.764893	177.478790
24.746394	184.764862	182.857513
24.798822	159.244537	160.007477
24.851251	134.868622	136.547089
24.903680	151.996613	149.574280
24.956109	165.481567	159.397125
25.008538	151.081085	149.192810
25.060966	160.140991	152.072906
25.113395	140.781403	136.146545
25.165824	141.830444	140.571594
25.218253	126.209259	123.672485
25.270682	132.942200	127.220154
25.323110	122.814178	122.013092
25.375539	124.759674	125.160217
25.427968	131.378174	128.135681
25.480397	142.631531	137.977600
25.532826	122.051239	119.972229
25.585254	130.901337	128.250122
25.637683	155.467987	143.547058
25.690112	122.833252	121.688843
25.742541	136.299133	132.141113
25.794970	162.525177	160.598755
25.847398	173.988342	173.625946
25.899827	147.800446	141.143799
25.952256	150.985718	147.762299
26.004685	172.843933	172.233582
26.057114	154.418945	153.121948
26.109542	130.290985	123.329163
26.161971	169.181824	164.890289
26.214400	178.833008	173.931122
26.266829	137.615204	134.410858
26.319258	144.844055	140.876770
26.371686	140.399933	133.209229
26.424115	209.045410	203.838348
26.476544	163.345337	159.435272
26.528973	175.666809	169.181824
26.581402	146.312714	148.048401
26.633830	156.764984	157.222748
26.686259	173.397064	167.484283
26.738688	139.675140	137.424469
26.791117	150.279999	147.361755
26.843546	134.601593	130.538940
26.895974	164.432526	158.882141
26.948403	151.634216	149.440765
27.000832	139.236450	136.528015
27.053261	128.440857	123.558044
27.105690	129.985809	125.560760
27.158118	117.893219	113.849640
27.210547	128.765106	130.615234
27.262976	112.419128	111.179352
27.315405	136.127472	133.056641
27.367834	164.737701	163.383484
27.420262	179.519653	177.612305
27.472691	156.307220	157.680511
27.525120	148.105621	148.372650
27.577549	304.489136	294.380188
27.629978	230.121613	223.808289
27.682406	195.617676	194.473267
27.734835	137.405396	132.236481
27.787264	237.541199	234.813690
27.839693	162.124634	159.282684
27.892122	182.399750	181.751251
27.944550	190.677643	189.971924
27.996979	168.495178	164.165497
28.049408	148.296356	142.688751
28.101837	155.677795	157.699585
28.154266	169.506073	165.500641
28.206694	167.751312	168.151855
28.259123	166.759491	164.661407
28.311552	149.078369	149.135590
28.363981	178.012848	177.803040
28.416410	223.865509	220.069885
28.468838	158.443451	155.792236
28.521267	205.516815	204.353333
28.573696	158.481598	154.571533
28.626125	128.803253	127.506256
28.678554	138.645172	135.459900
28.730982	191.917419	184.459686
28.783411	168.190002	167.884827
28.835840	185.050964	173.683167
28.888269	176.410675	174.007416
28.940698	144.577026	141.906738
28.993126	142.669678	139.122009
29.045555	149.154663	144.138336
29.097984	145.664215	140.953064
29.150413	137.405396	136.661530
29.202842	145.034790	142.116547
29.255270	145.015717	143.623352
29.307699	183.582306	178.985596
29.360128	142.192841	144.462585
29.412557	164.680481	159.435272
29.464986	262.317657	258.235931
29.517414	214.557648	205.841064
29.569843	139.083862	140.209198
29.622272	168.800354	168.304443
29.674701	142.555237	138.282776
29.727130	155.620575	157.299042
29.779558	166.244507	158.061981
29.831987	156.154633	153.617859
29.884416	173.511505	170.001984
29.936845	197.868347	194.396973
29.989274	247.535706	245.056152
30.041702	237.274170	227.851868
30.094131	212.783813	207.767487
30.146560	157.966614	155.467987
30.198989	219.383240	216.407776
30.251418	200.157166	192.394257
30.303846	192.642212	189.266205
30.356275	191.345215	193.080902
30.408704	154.552460	149.612427
30.461133	145.511627	143.013000
30.513562	158.901215	152.587891
30.565990	190.525055	191.173553
30.618419	191.879272	186.386108
30.670848	211.277008	207.042694
30.723277	294.837952	287.418365
30.775706	165.615082	161.361694
30.828134	169.582367	164.203644
30.880563	151.767731	150.756836
30.932992	183.410645	180.015564
30.985421	153.503418	148.086548
31.037850	125.122070	123.195648
31.090278	127.277374	123.615265
31.142707	157.337189	158.958435
31.195136	193.805695	192.489624
31.247565	198.879242	193.386078
31.299994	260.982513	257.148743
31.352422	183.448792	175.781250
31.404851	175.495148	168.170929
31.457280	223.255157	220.432281
31.509709	217.113495	208.721161
31.562138	213.203430	208.148956
31.614566	234.642029	231.590271
31.666995	296.173096	287.666321
31.719424	294.132233	287.113190
31.771853	162.792206	162.124634
31.824282	181.846619	173.435211
31.876710	172.576904	171.604156
31.929139	175.209045	170.574188
31.981568	182.933807	181.598663
32.033997	186.023712	179.653168
32.086426	258.197784	253.219604
32.138854	343.723297	340.919495
32.191283	128.345490	121.898651
32.243712	163.421631	160.694122
32.296141	183.067322	180.549622
32.348570	273.151398	265.293121
32.400998	162.906647	163.135529
32.453427	165.233612	163.993835
32.505856	177.841187	171.432495
32.558285	188.236237	188.064575
32.610714	185.871124	182.704926
32.663142	137.100220	134.563446
32.715571	189.380646	184.631348
32.768000	132.980347	130.939484
32.820429	144.329071	137.176514
32.872858	128.631592	123.634338
32.925286	137.767792	135.593414
32.977715	136.318207	131.874084
33.030144	158.252716	154.457092
33.082573	173.034668	173.950195
33.135002	149.707794	143.909454
33.187430	145.187378	140.495300
33.239859	297.241211	288.600922
33.292288	226.593018	225.124359
33.344717	194.721222	185.546875
33.397146	154.705048	151.348114
33.449574	157.699585	156.612396
33.502003	147.762299	147.571564
33.554432	139.064789	138.549805
33.606861	186.634064	182.991028
33.659290	206.966400	203.533173
33.711718	175.704956	170.001984
33.764147	237.960815	235.290527
33.816576	138.339996	135.192871
33.869005	146.331787	146.293640
33.921434	286.865234	281.696320
33.973862	350.780487	343.360901
34.026291	312.633514	307.559967
34.078720	178.279877	175.895691
34.131149	219.211578	214.138031
34.183578	186.672211	183.258057
34.236006	267.677307	266.647339
34.288435	162.010193	162.105560
34.340864	134.010315	130.863190
34.393293	172.080994	167.999268
34.445722	149.879456	147.705078
34.498150	119.419098	118.389130
34.550579	127.792358	125.007629
34.603008	134.086609	127.773285
34.655437	133.781433	132.083893
34.707866	130.538940	126.094818
34.760294	131.206512	128.917694
34.812723	178.642273	178.890228
34.865152	145.835876	137.138367
34.917581	149.745941	143.566132
34.970010	166.149139	160.064697
35.022438	138.797760	134.201050
35.074867	134.544373	135.688782
35.127296	170.822144	170.116425
35.179725	183.849335	181.350708
35.232154	164.031982	160.770416
35.284582	172.767639	169.563293
35.337011	121.307373	119.934082
35.389440	173.759460	173.492432
35.441869	214.900970	215.587616
35.494298	247.879028	244.712830
35.546726	179.252625	173.759460
35.599155	197.334290	191.917419
35.651584	175.685883	170.459747
35.704013	268.917084	261.783600
35.756442	331.172943	322.780609
35.808870	197.334290	195.083618
35.861299	125.293732	120.658875
35.913728	155.715942	154.476166
35.966157	146.656036	141.906738
36.018586	154.857635	153.846741
36.071014	175.495148	170.803070
36.123443	178.871155	175.228119
36.175872	191.364288	189.571381
36.228301	230.331421	226.783752
