06/29/22	12:08 AM
Experiment Type:	Generic
Auto Correlation
Scattering angle:	104.0
Duration (s):	900
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.890
Temperature (K):	298.1
Laser intensity (mW):	23.311800
Average Count rate  A (kHz):	221.4
Average Count rate  B (kHz):	221.4
Intercept:	0.9811
Cumulant 1st	5816.84
Cumulant 2nd	6273.38	0.38
Cumulant 3rd	6550.38	0.88

Lag time (s)         g2-1
2.202010	232.830048	0.000000
2.254438	212.955475	0.000000
2.306867	218.849182	0.000000
2.359296	222.721100	0.000000
2.411725	218.963623	0.000000
2.464154	212.669373	0.000000
2.516582	216.350555	0.000000
2.569011	237.846375	0.000000
2.621440	233.383179	0.000000
2.673869	237.331390	0.000000
2.726298	211.391449	0.000000
2.778726	237.712860	0.000000
2.831155	204.544067	0.000000
2.883584	219.535828	0.000000
2.936013	248.241425	0.000000
2.988442	227.947235	0.000000
3.040870	217.933655	0.000000
3.093299	217.723846	0.000000
3.145728	223.083496	0.000000
3.198157	223.617554	0.000000
3.250586	228.786469	0.000000
3.303014	198.173523	0.000000
3.355443	228.004456	0.000000
3.407872	236.282349	0.000000
3.460301	212.554932	0.000000
3.512730	219.783783	0.000000
3.565158	229.759216	0.000000
3.617587	216.217041	0.000000
3.670016	215.911865	0.000000
3.722445	235.176086	0.000000
3.774874	218.029022	0.000000
3.827302	221.691132	0.000000
3.879731	221.710205	0.000000
3.932160	217.723846	0.000000
3.984589	233.840942	0.000000
4.037018	222.625732	0.000000
4.089446	229.549408	0.000000
4.141875	212.631226	0.000000
4.194304	212.612152	0.000000
4.246733	240.077972	0.000000
4.299162	219.974518	0.000000
4.351590	209.522247	0.000000
4.404019	220.546722	0.000000
4.456448	215.053558	0.000000
4.508877	231.552124	0.000000
4.561306	226.306915	0.000000
4.613734	232.658386	0.000000
4.666163	209.178925	0.000000
4.718592	241.317749	0.000000
4.771021	243.778229	0.000000
4.823450	217.494965	0.000000
4.875878	211.753845	0.000000
4.928307	212.821960	0.000000
4.980736	241.069794	0.000000
5.033165	209.445953	0.000000
5.085594	211.849213	0.000000
5.138022	221.500397	0.000000
5.190451	249.500275	0.000000
5.242880	216.159821	0.000000
5.295309	242.366791	0.000000
5.347738	255.756378	0.000000
5.400166	234.298706	0.000000
5.452595	245.056152	0.000000
5.505024	213.050842	0.000000
5.557453	242.595673	0.000000
5.609882	214.862823	0.000000
5.662310	216.770172	0.000000
5.714739	246.143341	0.000000
5.767168	229.492187	0.000000
5.819597	222.167969	0.000000
5.872026	227.928162	0.000000
5.924454	200.099945	0.000000
5.976883	216.464996	0.000000
6.029312	217.514038	0.000000
6.081741	227.489471	0.000000
6.134170	246.276855	0.000000
6.186598	238.151550	0.000000
6.239027	206.031799	0.000000
6.291456	215.034485	0.000000
6.343885	215.816498	0.000000
6.396314	231.018066	0.000000
6.448742	221.614838	0.000000
6.501171	219.173431	0.000000
6.553600	222.511292	0.000000
6.606029	224.323273	0.000000
6.658458	230.236053	0.000000
6.710886	246.582031	0.000000
6.763315	249.767303	0.000000
6.815744	226.650238	0.000000
6.868173	231.399536	0.000000
6.920602	244.331360	0.000000
6.973030	219.726562	0.000000
7.025459	243.988037	0.000000
7.077888	219.669342	0.000000
7.130317	195.960999	0.000000
7.182746	237.007141	0.000000
7.235174	229.969025	0.000000
7.287603	207.920074	0.000000
7.340032	205.440521	0.000000
7.392461	211.009979	0.000000
7.444890	240.535736	0.000000
7.497318	245.552063	0.000000
7.549747	202.350616	0.000000
7.602176	257.129669	0.000000
7.654605	237.503052	0.000000
7.707034	230.941772	0.000000
7.759462	251.655579	0.000000
7.811891	239.162445	0.000000
7.864320	263.214111	0.000000
7.916749	210.628510	0.000000
7.969178	229.492187	0.000000
8.021606	244.846344	0.000000
8.074035	258.464813	0.000000
8.126464	243.492126	0.000000
8.178893	226.097107	0.000000
8.231322	215.511322	0.000000
8.283750	237.102509	0.000000
8.336179	234.928131	0.000000
8.388608	235.385895	0.000000
8.441037	215.530396	0.000000
8.493466	204.563141	0.000000
8.545894	258.636475	0.000000
8.598323	225.505829	0.000000
8.650752	257.511139	0.000000
8.703181	233.993530	0.000000
8.755610	206.832886	0.000000
8.808038	233.612061	0.000000
8.860467	238.323212	0.000000
8.912896	230.388641	0.000000
8.965325	225.124359	0.000000
9.017754	217.456818	0.000000
9.070182	229.015350	0.000000
9.122611	243.778229	0.000000
9.175040	212.612152	0.000000
9.227469	233.745575	0.000000
9.279898	226.726532	0.000000
9.332326	222.644806	0.000000
9.384755	233.211517	0.000000
9.437184	226.230621	0.000000
9.489613	243.892670	0.000000
9.542042	215.091705	0.000000
9.594470	245.780945	0.000000
9.646899	226.612091	0.000000
9.699328	228.424072	0.000000
9.751757	229.911804	0.000000
9.804186	215.244293	0.000000
9.856614	228.977203	0.000000
9.909043	230.159760	0.000000
9.961472	200.347900	0.000000
10.013901	223.426819	0.000000
10.066330	211.448669	0.000000
10.118758	216.903687	0.000000
10.171187	224.189758	0.000000
10.223616	225.753784	0.000000
10.276045	240.364075	0.000000
10.328474	232.982635	0.000000
10.380902	234.375000	0.000000
10.433331	228.614807	0.000000
10.485760	203.704834	0.000000
10.538189	219.783783	0.000000
10.590618	211.811066	0.000000
10.643046	216.140747	0.000000
10.695475	239.830017	0.000000
10.747904	205.078125	0.000000
10.800333	238.857269	0.000000
10.852762	214.481354	0.000000
10.905190	228.519440	0.000000
10.957619	216.159821	0.000000
11.010048	220.565796	0.000000
11.062477	226.173401	0.000000
11.114906	241.928101	0.000000
11.167334	231.552124	0.000000
11.219763	246.391296	0.000000
11.272192	231.628418	0.000000
11.324621	257.034302	0.000000
11.377050	227.508545	0.000000
11.429478	198.917389	0.000000
11.481907	260.124207	0.000000
11.534336	220.966339	0.000000
11.586765	217.647552	0.000000
11.639194	225.067139	0.000000
11.691622	212.593079	0.000000
11.744051	235.958099	0.000000
11.796480	232.200623	0.000000
11.848909	219.917297	0.000000
11.901338	216.274261	0.000000
11.953766	225.086212	0.000000
12.006195	198.383331	0.000000
12.058624	208.930969	0.000000
12.111053	228.137970	0.000000
12.163482	236.663818	0.000000
12.215910	224.781036	0.000000
12.268339	220.031738	0.000000
12.320768	228.347778	0.000000
12.373197	238.952637	0.000000
12.425626	224.876404	0.000000
12.478054	211.181641	0.000000
12.530483	223.407745	0.000000
12.582912	215.492249	0.000000
12.635341	225.410461	0.000000
12.687770	213.031769	0.000000
12.740198	210.285187	0.000000
12.792627	223.712921	0.000000
12.845056	211.124420	0.000000
12.897485	207.080841	0.000000
12.949914	209.503174	0.000000
13.002342	231.895447	0.000000
13.054771	227.241516	0.000000
13.107200	227.699280	0.000000
13.159629	200.634003	0.000000
13.212058	222.740173	0.000000
13.264486	223.331451	0.000000
13.316915	234.737396	0.000000
13.369344	210.056305	0.000000
13.421773	203.475952	0.000000
13.474202	267.868042	0.000000
13.526630	234.394073	0.000000
13.579059	221.996307	0.000000
13.631488	224.781036	0.000000
13.683917	211.753845	0.000000
13.736346	245.800018	0.000000
13.788774	221.271515	0.000000
