------------------------------------------------------------------------
General information
------------------------------------------------------------------------
Input file: 2M_40mis_28d_cpmg.int
Output file: 2M_40mis_28d_cpmg.out
Selected analyzing methods: ['brd', 'contin', 'nnls', 'discrete']
Exp. x range: 0.00010016-0.181546
Minimum T  : 0.00010016
Maximum T  : 0.181546
Exp.  points: 2048
Fitting x range: 0.00010016-0.181546
Minimum T  : 0.00010016
Maximum T  : 0.181546
Fitting  points: 2048
Grid points: 400
Grid spaces: log

# Decay data (EXPERIMENTAL)
           time      intensity
   6.755520e-02   1.416085e-01
   6.764384e-02   1.611407e-01
   6.773248e-02   9.766102e-02
   6.782112e-02   7.812882e-02
   6.790976e-02   1.855559e-01
   6.799840e-02   1.513746e-01
   6.808704e-02   7.812882e-02
   6.817568e-02   1.611407e-01
   6.826432e-02   1.416085e-01
   6.835296e-02   1.269593e-01
   6.844160e-02   8.789492e-02
   6.853024e-02   4.394746e-02
   6.861888e-02   2.441526e-02
   6.870752e-02   2.148542e-01
   6.879616e-02   1.904390e-01
   6.888480e-02   1.464915e-01
   6.897344e-02   3.027492e-01
   6.906208e-02   1.806729e-01
   6.915072e-02   1.269593e-01
   6.923936e-02   1.269593e-01
   6.932800e-02   1.220763e-01
   6.941664e-02   1.074271e-01
   6.950528e-02   5.859661e-02
   6.959392e-02   1.757898e-01
   6.968256e-02   1.953220e-02
   6.977120e-02   2.441526e-02
   6.985984e-02   8.301187e-02
   6.994848e-02   1.709068e-01
   7.003712e-02   1.025441e-01
   7.012576e-02   1.513746e-01
   7.021440e-02   1.562576e-01
   7.030304e-02   1.513746e-01
   7.039168e-02   2.929831e-02
   7.048032e-02   9.277797e-02
   7.056896e-02   2.929831e-02
   7.065760e-02   1.562576e-01
   7.074624e-02   1.025441e-01
   7.083488e-02   1.709068e-01
   7.092352e-02   8.789492e-02
   7.101216e-02   1.367254e-01
   7.110080e-02   1.611407e-01
   7.118944e-02   1.904390e-01
   7.127808e-02   4.883051e-02
   7.136672e-02   8.301187e-02
   7.145536e-02   1.269593e-01
   7.154400e-02   6.347966e-02
   7.163264e-02   1.171932e-01
   7.172128e-02   7.812882e-02
   7.180992e-02   1.367254e-01
   7.189856e-02   5.859661e-02
   7.198720e-02   9.277797e-02
   7.207584e-02  -4.883051e-03
   7.216448e-02   8.789492e-02
   7.225312e-02   8.789492e-02
   7.234176e-02   2.441526e-02
   7.243040e-02   6.836271e-02
   7.251904e-02   4.394746e-02
   7.260768e-02   2.295034e-01
   7.269632e-02   4.394746e-02
   7.278496e-02   1.171932e-01
   7.287360e-02   8.789492e-02
   7.296224e-02   1.367254e-01
   7.305088e-02   1.318424e-01
   7.313952e-02   1.757898e-01
   7.322816e-02   7.812882e-02
   7.331680e-02   1.171932e-01
   7.340544e-02   1.123102e-01
   7.349408e-02   1.123102e-01
   7.358272e-02   5.371356e-02
   7.367136e-02   6.836271e-02
   7.376000e-02   9.766102e-03
   7.384864e-02   1.513746e-01
   7.393728e-02   1.464915e-01
   7.402592e-02   1.220763e-01
   7.411456e-02   8.301187e-02
   7.420320e-02   1.171932e-01
   7.429184e-02   4.883051e-02
   7.438048e-02   2.929831e-02
   7.446912e-02   1.367254e-01
   7.455776e-02   1.757898e-01
   7.464640e-02   4.883051e-02
   7.473504e-02   1.464915e-01
   7.482368e-02   7.812882e-02
   7.491232e-02   1.464915e-02
   7.500096e-02   2.441526e-02
   7.508960e-02   2.441526e-02
   7.517824e-02   3.906441e-02
   7.526688e-02  -6.836271e-02
   7.535552e-02   4.883051e-02
   7.544416e-02   6.836271e-02
   7.553280e-02   3.906441e-02
   7.562144e-02   6.347966e-02
   7.571008e-02   1.416085e-01
   7.579872e-02   1.318424e-01
   7.588736e-02   9.766102e-02
   7.597600e-02   8.301187e-02
   7.606464e-02   5.859661e-02
   7.615328e-02   1.660237e-01
   7.624192e-02   3.418136e-02
   7.633056e-02  -4.883051e-03
   7.641920e-02   1.171932e-01
   7.650784e-02   4.883051e-02
   7.659648e-02   1.074271e-01
   7.668512e-02   8.789492e-02
   7.677376e-02   1.367254e-01
   7.686240e-02   1.464915e-01
   7.695104e-02   8.301187e-02
   7.703968e-02   1.513746e-01
   7.712832e-02   1.757898e-01
   7.721696e-02   1.269593e-01
   7.730560e-02   1.123102e-01
   7.739424e-02   1.757898e-01
   7.748288e-02   4.883051e-02
   7.757152e-02   7.324576e-02
   7.766016e-02   1.513746e-01
   7.774880e-02   1.709068e-01
   7.783744e-02   9.277797e-02
   7.792608e-02   1.953220e-02
   7.801472e-02  -4.394746e-02
   7.810336e-02   1.123102e-01
   7.819200e-02   6.347966e-02
   7.828064e-02   6.836271e-02
   7.836928e-02   1.318424e-01
   7.845792e-02   8.789492e-02
   7.854656e-02   4.394746e-02
   7.863520e-02   8.789492e-02
   7.872384e-02   1.074271e-01
   7.881248e-02   9.277797e-02
   7.890112e-02  -2.441526e-02
   7.898976e-02   5.371356e-02
   7.907840e-02   8.301187e-02
   7.916704e-02   7.812882e-02
   7.925568e-02   1.269593e-01
   7.934432e-02   3.418136e-02
   7.943296e-02   0.000000e+00
   7.952160e-02   2.002051e-01
   7.961024e-02   1.074271e-01
   7.969888e-02   3.906441e-02
   7.978752e-02   8.789492e-02
   7.987616e-02   7.812882e-02
   7.996480e-02   2.246203e-01
   8.005344e-02   3.906441e-02
   8.014208e-02   9.766102e-03
   8.023072e-02   1.953220e-02
   8.031936e-02  -1.953220e-02
   8.040800e-02   2.441526e-02
   8.049664e-02   5.371356e-02
   8.058528e-02   1.220763e-01
   8.067392e-02   1.757898e-01
   8.076256e-02   1.660237e-01
   8.085120e-02   1.269593e-01
   8.093984e-02   9.766102e-02
   8.102848e-02   1.220763e-01
   8.111712e-02   1.464915e-01
   8.120576e-02   9.766102e-02
   8.129440e-02   1.123102e-01
   8.138304e-02   8.789492e-02
   8.147168e-02   4.394746e-02
   8.156032e-02   1.806729e-01
   8.164896e-02  -3.418136e-02
   8.173760e-02   4.883051e-03
   8.182624e-02   0.000000e+00
   8.191488e-02  -8.301187e-02
   8.200352e-02   9.766102e-03
   8.209216e-02   8.301187e-02
   8.218080e-02   9.277797e-02
   8.226944e-02   5.859661e-02
   8.235808e-02  -8.301187e-02
   8.244672e-02  -9.766102e-03
   8.253536e-02   4.883051e-03
   8.262400e-02   4.883051e-02
   8.271264e-02   4.883051e-02
   8.280128e-02   4.883051e-02
   8.288992e-02   1.953220e-02
   8.297856e-02   6.836271e-02
   8.306720e-02   6.347966e-02
   8.315584e-02   5.371356e-02
   8.324448e-02   8.789492e-02
   8.333312e-02  -4.883051e-03
   8.342176e-02   8.789492e-02
   8.351040e-02   2.929831e-02
   8.359904e-02  -1.464915e-02
   8.368768e-02   1.318424e-01
   8.377632e-02   9.766102e-02
   8.386496e-02   1.464915e-02
   8.395360e-02   3.418136e-02
   8.404224e-02   1.757898e-01
   8.413088e-02   2.929831e-02
   8.421952e-02   1.367254e-01
   8.430816e-02   1.464915e-02
   8.439680e-02   1.025441e-01
   8.448544e-02   1.611407e-01
   8.457408e-02  -9.766102e-03
   8.466272e-02   1.171932e-01
   8.475136e-02   6.347966e-02
   8.484000e-02   1.269593e-01
   8.492864e-02   1.269593e-01
   8.501728e-02   8.789492e-02
   8.510592e-02   9.277797e-02
   8.519456e-02   1.123102e-01
   8.528320e-02   1.123102e-01
   8.537184e-02   7.812882e-02
   8.546048e-02   1.123102e-01
   8.554912e-02   4.883051e-02
   8.563776e-02   2.441526e-02
   8.572640e-02   4.883051e-03
   8.581504e-02   5.371356e-02
   8.590368e-02   4.394746e-02
   8.599232e-02   1.171932e-01
   8.608096e-02   5.859661e-02
   8.616960e-02   3.418136e-02
   8.625824e-02   9.766102e-03
   8.634688e-02   1.709068e-01
   8.643552e-02  -1.464915e-02
   8.652416e-02  -2.929831e-02
   8.661280e-02   2.441526e-02
   8.670144e-02   0.000000e+00
   8.679008e-02   3.418136e-02
   8.687872e-02  -1.464915e-02
   8.696736e-02   4.883051e-02
   8.705600e-02   8.789492e-02
   8.714464e-02   9.766102e-02
   8.723328e-02   1.611407e-01
   8.732192e-02   6.836271e-02
   8.741056e-02  -5.859661e-02
   8.749920e-02   7.812882e-02
   8.758784e-02   7.812882e-02
   8.767648e-02   5.859661e-02
   8.776512e-02   2.441526e-02
   8.785376e-02   9.277797e-02
   8.794240e-02   6.836271e-02
   8.803104e-02   2.441526e-02
   8.811968e-02   2.929831e-02
   8.820832e-02   2.441526e-02
   8.829696e-02   7.812882e-02
   8.838560e-02   2.050881e-01
   8.847424e-02  -5.371356e-02
   8.856288e-02  -4.883051e-02
   8.865152e-02   0.000000e+00
   8.874016e-02   6.836271e-02
   8.882880e-02  -2.929831e-02
   8.891744e-02   1.220763e-01
   8.900608e-02   6.836271e-02
   8.909472e-02   9.766102e-03
   8.918336e-02   3.906441e-02
   8.927200e-02  -5.371356e-02
   8.936064e-02   9.766102e-03
   8.944928e-02   1.269593e-01
   8.953792e-02   8.301187e-02
   8.962656e-02  -4.394746e-02
   8.971520e-02   1.562576e-01
   8.980384e-02  -3.418136e-02
   8.989248e-02  -4.883051e-03
   8.998112e-02   7.324576e-02
   9.006976e-02   3.906441e-02
   9.015840e-02   1.611407e-01
   9.024704e-02   1.074271e-01
   9.033568e-02   1.464915e-01
   9.042432e-02   2.929831e-02
   9.051296e-02   1.269593e-01
   9.060160e-02   1.025441e-01
   9.069024e-02   5.859661e-02
   9.077888e-02  -9.766102e-03
   9.086752e-02   7.324576e-02
   9.095616e-02   6.347966e-02
   9.104480e-02   4.883051e-03
   9.113344e-02   4.883051e-02
   9.122208e-02   6.347966e-02
   9.131072e-02   8.301187e-02
   9.139936e-02   3.418136e-02
   9.148800e-02   1.123102e-01
   9.157664e-02   2.929831e-02
   9.166528e-02   5.371356e-02
   9.175392e-02   6.836271e-02
   9.184256e-02   1.709068e-01
   9.193120e-02   7.812882e-02
   9.201984e-02   1.171932e-01
   9.210848e-02  -9.766102e-03
   9.219712e-02   1.416085e-01
   9.228576e-02   9.277797e-02
   9.237440e-02   1.074271e-01
   9.246304e-02   1.269593e-01
   9.255168e-02   4.883051e-02
   9.264032e-02  -4.883051e-03
   9.272896e-02   1.416085e-01
   9.281760e-02   2.441526e-02
   9.290624e-02  -4.883051e-03
   9.299488e-02   9.766102e-03
   9.308352e-02   4.394746e-02
   9.317216e-02   0.000000e+00
   9.326080e-02   9.766102e-02
   9.334944e-02   0.000000e+00
   9.343808e-02   4.394746e-02
   9.352672e-02  -7.812882e-02
   9.361536e-02  -8.789492e-02
   9.370400e-02   7.324576e-02
   9.379264e-02   3.418136e-02
   9.388128e-02   1.709068e-01
   9.396992e-02   1.025441e-01
   9.405856e-02   6.836271e-02
   9.414720e-02   1.660237e-01
   9.423584e-02   6.836271e-02
   9.432448e-02   1.464915e-02
   9.441312e-02  -4.883051e-03
   9.450176e-02  -4.883051e-02
   9.459040e-02   1.464915e-02
   9.467904e-02   9.277797e-02
   9.476768e-02   5.371356e-02
   9.485632e-02  -4.394746e-02
   9.494496e-02   1.074271e-01
   9.503360e-02   6.836271e-02
   9.512224e-02   1.220763e-01
   9.521088e-02  -2.929831e-02
   9.529952e-02   2.441526e-02
   9.538816e-02   1.025441e-01
   9.547680e-02   2.441526e-02
   9.556544e-02   4.883051e-02
   9.565408e-02   9.766102e-03
   9.574272e-02   7.324576e-02
   9.583136e-02   2.929831e-02
   9.592000e-02   1.074271e-01
   9.600864e-02   7.324576e-02
   9.609728e-02   9.766102e-03
   9.618592e-02   6.347966e-02
   9.627456e-02   1.318424e-01
   9.636320e-02   5.371356e-02
   9.645184e-02   5.859661e-02
   9.654048e-02   1.953220e-02
   9.662912e-02   5.371356e-02
   9.671776e-02  -1.953220e-02
   9.680640e-02   1.025441e-01
   9.689504e-02   5.371356e-02
   9.698368e-02   5.859661e-02
   9.707232e-02   2.441526e-02
   9.716096e-02   3.906441e-02
   9.724960e-02   7.324576e-02
   9.733824e-02   4.883051e-02
   9.742688e-02  -8.789492e-02
   9.751552e-02   4.883051e-03
   9.760416e-02   3.906441e-02
   9.769280e-02   9.277797e-02
   9.778144e-02   4.394746e-02
   9.787008e-02   4.883051e-03
   9.795872e-02   1.123102e-01
   9.804736e-02  -2.929831e-02
   9.813600e-02  -9.766102e-03
   9.822464e-02   9.277797e-02
   9.831328e-02   1.025441e-01
   9.840192e-02   2.929831e-02
   9.849056e-02   1.367254e-01
   9.857920e-02   8.789492e-02
   9.866784e-02   1.464915e-01
   9.875648e-02   1.025441e-01
   9.884512e-02   6.836271e-02
   9.893376e-02   1.074271e-01
   9.902240e-02   7.812882e-02
   9.911104e-02  -2.929831e-02
   9.919968e-02   2.929831e-02
   9.928832e-02  -3.906441e-02
   9.937696e-02   3.906441e-02
   9.946560e-02  -2.929831e-02
   9.955424e-02   5.859661e-02
   9.964288e-02   0.000000e+00
   9.973152e-02   9.766102e-03
   9.982016e-02   8.789492e-02
   9.990880e-02  -4.883051e-03
   9.999744e-02   4.883051e-03
   1.000861e-01   3.906441e-02
   1.001747e-01  -6.347966e-02
   1.002634e-01  -9.766102e-03
   1.003520e-01   4.883051e-03
   1.004406e-01   2.441526e-02
   1.005293e-01   4.883051e-03
   1.006179e-01  -4.394746e-02
   1.007066e-01   1.464915e-02
   1.007952e-01   4.394746e-02
   1.008838e-01   1.269593e-01
   1.009725e-01  -2.441526e-02
   1.010611e-01   1.220763e-01
   1.011498e-01   8.301187e-02
   1.012384e-01   3.418136e-02
   1.013270e-01  -1.464915e-02
   1.014157e-01  -4.883051e-02
   1.015043e-01   4.883051e-02
   1.015930e-01  -3.418136e-02
   1.016816e-01   6.347966e-02
   1.017702e-01  -9.766102e-03
   1.018589e-01  -2.929831e-02
   1.019475e-01   1.220763e-01
   1.020362e-01   7.324576e-02
   1.021248e-01   4.883051e-03
   1.022134e-01   1.025441e-01
   1.023021e-01  -9.766102e-03
   1.023907e-01   1.123102e-01
   1.024794e-01   6.347966e-02
   1.025680e-01   1.025441e-01
   1.026566e-01   9.766102e-02
   1.027453e-01   1.709068e-01
   1.028339e-01   7.324576e-02
   1.029226e-01   9.766102e-02
   1.030112e-01   2.929831e-02
   1.030998e-01   1.464915e-02
   1.031885e-01  -1.416085e-01
   1.032771e-01   5.859661e-02
   1.033658e-01   6.347966e-02
   1.034544e-01   6.836271e-02
   1.035430e-01  -2.441526e-02
   1.036317e-01  -1.953220e-02
   1.037203e-01  -1.464915e-02
   1.038090e-01   9.766102e-03
   1.038976e-01   4.883051e-02
   1.039862e-01   1.464915e-01
   1.040749e-01   5.371356e-02
   1.041635e-01  -3.418136e-02
   1.042522e-01   8.789492e-02
   1.043408e-01  -1.953220e-02
   1.044294e-01   2.441526e-02
   1.045181e-01   1.416085e-01
   1.046067e-01   1.123102e-01
   1.046954e-01   1.220763e-01
   1.047840e-01   8.301187e-02
   1.048726e-01   7.812882e-02
   1.049613e-01   1.953220e-02
   1.050499e-01   8.301187e-02
   1.051386e-01   1.171932e-01
   1.052272e-01   4.883051e-03
   1.053158e-01   9.766102e-02
   1.054045e-01   8.301187e-02
   1.054931e-01   3.418136e-02
   1.055818e-01   1.562576e-01
   1.056704e-01   1.025441e-01
   1.057590e-01  -6.836271e-02
   1.058477e-01   1.367254e-01
   1.059363e-01   2.441526e-02
   1.060250e-01   1.709068e-01
   1.061136e-01   2.441526e-02
   1.062022e-01   1.709068e-01
   1.062909e-01   9.766102e-02
   1.063795e-01   7.324576e-02
   1.064682e-01  -4.883051e-03
   1.065568e-01   1.416085e-01
   1.066454e-01   1.074271e-01
   1.067341e-01   1.464915e-02
   1.068227e-01   1.904390e-01
   1.069114e-01  -1.367254e-01
   1.070000e-01   5.859661e-02
   1.070886e-01   1.269593e-01
   1.071773e-01   5.371356e-02
   1.072659e-01   8.789492e-02
   1.073546e-01  -1.171932e-01
   1.074432e-01   4.394746e-02
   1.075318e-01   1.025441e-01
   1.076205e-01   5.859661e-02
   1.077091e-01   4.883051e-02
   1.077978e-01  -4.883051e-03
   1.078864e-01   8.789492e-02
   1.079750e-01   1.904390e-01
   1.080637e-01   7.812882e-02
   1.081523e-01   1.318424e-01
   1.082410e-01   3.906441e-02
   1.083296e-01   3.906441e-02
   1.084182e-01   7.812882e-02
   1.085069e-01   5.371356e-02
   1.085955e-01   5.859661e-02
   1.086842e-01   1.464915e-02
   1.087728e-01   4.883051e-03
   1.088614e-01  -3.906441e-02
   1.089501e-01  -6.836271e-02
   1.090387e-01   1.416085e-01
   1.091274e-01   1.123102e-01
   1.092160e-01  -4.883051e-02
   1.093046e-01   7.812882e-02
   1.093933e-01  -2.441526e-02
   1.094819e-01   6.836271e-02
   1.095706e-01   5.371356e-02
   1.096592e-01   1.171932e-01
   1.097478e-01   9.766102e-03
   1.098365e-01   9.277797e-02
   1.099251e-01   7.812882e-02
   1.100138e-01  -9.766102e-03
   1.101024e-01  -4.883051e-03
   1.101910e-01   9.766102e-03
   1.102797e-01   1.367254e-01
   1.103683e-01   1.513746e-01
   1.104570e-01   1.025441e-01
   1.105456e-01   6.836271e-02
   1.106342e-01   1.123102e-01
   1.107229e-01   3.418136e-02
   1.108115e-01   4.883051e-02
   1.109002e-01   1.220763e-01
   1.109888e-01   5.859661e-02
   1.110774e-01   4.883051e-02
   1.111661e-01  -6.347966e-02
   1.112547e-01   9.766102e-03
   1.113434e-01   4.883051e-02
   1.114320e-01   7.324576e-02
   1.115206e-01   0.000000e+00
   1.116093e-01   5.371356e-02
   1.116979e-01  -1.123102e-01
   1.117866e-01   1.953220e-02
   1.118752e-01   9.766102e-03
   1.119638e-01   2.929831e-02
   1.120525e-01   9.766102e-03
   1.121411e-01   4.883051e-03
   1.122298e-01  -9.766102e-02
   1.123184e-01   7.812882e-02
   1.124070e-01   3.906441e-02
   1.124957e-01   1.464915e-02
   1.125843e-01   7.812882e-02
   1.126730e-01   5.859661e-02
   1.127616e-01   1.709068e-01
   1.128502e-01  -4.883051e-02
   1.129389e-01   9.766102e-03
   1.130275e-01  -1.464915e-02
   1.131162e-01   5.859661e-02
   1.132048e-01  -7.812882e-02
   1.132934e-01   5.371356e-02
   1.133821e-01  -1.953220e-02
   1.134707e-01   4.394746e-02
   1.135594e-01  -8.301187e-02
   1.136480e-01   1.757898e-01
   1.137366e-01   6.836271e-02
   1.138253e-01   1.611407e-01
   1.139139e-01   4.883051e-02
   1.140026e-01   1.464915e-02
   1.140912e-01  -1.464915e-02
   1.141798e-01   1.074271e-01
   1.142685e-01   4.883051e-02
   1.143571e-01   1.220763e-01
   1.144458e-01   1.464915e-02
   1.145344e-01   6.347966e-02
   1.146230e-01  -4.883051e-02
   1.147117e-01   7.324576e-02
   1.148003e-01   4.394746e-02
   1.148890e-01   3.418136e-02
   1.149776e-01   1.123102e-01
   1.150662e-01   3.906441e-02
   1.151549e-01   9.277797e-02
   1.152435e-01   4.883051e-03
   1.153322e-01  -4.883051e-02
   1.154208e-01   1.123102e-01
   1.155094e-01   5.859661e-02
   1.155981e-01  -6.347966e-02
   1.156867e-01   3.906441e-02
   1.157754e-01  -8.789492e-02
   1.158640e-01  -4.883051e-02
   1.159526e-01   1.367254e-01
   1.160413e-01   8.301187e-02
   1.161299e-01  -4.883051e-03
   1.162186e-01   5.859661e-02
   1.163072e-01   5.371356e-02
   1.163958e-01   1.855559e-01
   1.164845e-01  -1.953220e-02
   1.165731e-01   8.789492e-02
   1.166618e-01   7.324576e-02
   1.167504e-01  -4.394746e-02
   1.168390e-01   5.371356e-02
   1.169277e-01  -1.464915e-02
   1.170163e-01   2.441526e-02
   1.171050e-01   8.301187e-02
   1.171936e-01  -9.766102e-03
   1.172822e-01   0.000000e+00
   1.173709e-01  -2.929831e-02
   1.174595e-01   9.766102e-02
   1.175482e-01   2.099712e-01
   1.176368e-01  -5.371356e-02
   1.177254e-01   4.394746e-02
   1.178141e-01   4.883051e-03
   1.179027e-01   9.766102e-02
   1.179914e-01   4.883051e-03
   1.180800e-01   1.464915e-02
   1.181686e-01   4.394746e-02
   1.182573e-01   3.418136e-02
   1.183459e-01   6.836271e-02
   1.184346e-01   2.929831e-02
   1.185232e-01  -3.906441e-02
   1.186118e-01   9.277797e-02
   1.187005e-01   4.883051e-03
   1.187891e-01  -3.418136e-02
   1.188778e-01  -4.883051e-03
   1.189664e-01   1.416085e-01
   1.190550e-01  -1.074271e-01
   1.191437e-01   1.220763e-01
   1.192323e-01   1.953220e-02
   1.193210e-01   1.855559e-01
   1.194096e-01   5.371356e-02
   1.194982e-01   3.906441e-02
   1.195869e-01   1.953220e-02
   1.196755e-01   2.929831e-02
   1.197642e-01   1.123102e-01
   1.198528e-01   2.441526e-02
   1.199414e-01   1.464915e-02
   1.200301e-01   5.859661e-02
   1.201187e-01  -8.789492e-02
   1.202074e-01   8.789492e-02
   1.202960e-01   9.766102e-03
   1.203846e-01   2.441526e-02
   1.204733e-01   7.324576e-02
   1.205619e-01   1.953220e-02
   1.206506e-01  -4.883051e-03
   1.207392e-01   6.836271e-02
   1.208278e-01   7.324576e-02
   1.209165e-01  -3.906441e-02
   1.210051e-01   1.953220e-02
   1.210938e-01   1.953220e-02
   1.211824e-01   1.074271e-01
   1.212710e-01   4.883051e-03
   1.213597e-01  -9.766102e-03
   1.214483e-01   4.883051e-03
   1.215370e-01   1.464915e-02
   1.216256e-01  -1.953220e-02
   1.217142e-01   7.324576e-02
   1.218029e-01   5.371356e-02
   1.218915e-01   7.812882e-02
   1.219802e-01   1.269593e-01
   1.220688e-01   5.859661e-02
   1.221574e-01   8.301187e-02
   1.222461e-01   1.318424e-01
   1.223347e-01  -9.766102e-03
   1.224234e-01  -8.301187e-02
   1.225120e-01  -9.766102e-03
   1.226006e-01   5.859661e-02
   1.226893e-01  -1.953220e-02
   1.227779e-01  -4.883051e-02
   1.228666e-01   6.347966e-02
   1.229552e-01  -2.929831e-02
   1.230438e-01  -4.394746e-02
   1.231325e-01   9.766102e-02
   1.232211e-01   1.464915e-02
   1.233098e-01   1.464915e-01
   1.233984e-01   2.929831e-02
   1.234870e-01  -1.464915e-02
   1.235757e-01  -3.906441e-02
   1.236643e-01   5.371356e-02
   1.237530e-01   2.441526e-02
   1.238416e-01   1.074271e-01
   1.239302e-01   8.301187e-02
   1.240189e-01   5.859661e-02
   1.241075e-01   9.277797e-02
   1.241962e-01   2.929831e-02
   1.242848e-01   5.859661e-02
   1.243734e-01  -5.371356e-02
   1.244621e-01   4.883051e-02
   1.245507e-01   9.766102e-02
   1.246394e-01   4.394746e-02
   1.247280e-01   3.906441e-02
   1.248166e-01  -4.883051e-02
   1.249053e-01  -2.441526e-02
   1.249939e-01  -3.906441e-02
   1.250826e-01  -4.883051e-02
   1.251712e-01   8.789492e-02
   1.252598e-01  -3.418136e-02
   1.253485e-01  -1.074271e-01
   1.254371e-01  -1.074271e-01
   1.255258e-01   0.000000e+00
   1.256144e-01   5.371356e-02
   1.257030e-01   5.859661e-02
   1.257917e-01   8.301187e-02
   1.258803e-01   7.324576e-02
   1.259690e-01   1.562576e-01
   1.260576e-01   1.464915e-02
   1.261462e-01   5.859661e-02
   1.262349e-01   4.883051e-02
   1.263235e-01   4.883051e-02
   1.264122e-01   1.171932e-01
   1.265008e-01   1.025441e-01
   1.265894e-01  -3.418136e-02
   1.266781e-01   4.883051e-03
   1.267667e-01   4.883051e-03
   1.268554e-01   4.394746e-02
   1.269440e-01  -8.301187e-02
   1.270326e-01   1.464915e-02
   1.271213e-01   7.812882e-02
   1.272099e-01   0.000000e+00
   1.272986e-01   5.859661e-02
   1.273872e-01   4.883051e-02
   1.274758e-01  -1.953220e-02
   1.275645e-01   4.883051e-02
   1.276531e-01   6.347966e-02
   1.277418e-01  -4.394746e-02
   1.278304e-01   1.953220e-02
   1.279190e-01   9.766102e-03
   1.280077e-01   6.347966e-02
   1.280963e-01  -3.906441e-02
   1.281850e-01   5.371356e-02
   1.282736e-01   1.220763e-01
   1.283622e-01  -6.836271e-02
   1.284509e-01  -1.464915e-02
   1.285395e-01  -8.789492e-02
   1.286282e-01   7.812882e-02
   1.287168e-01   1.562576e-01
   1.288054e-01   6.347966e-02
   1.288941e-01   3.418136e-02
   1.289827e-01  -5.859661e-02
   1.290714e-01  -2.441526e-02
   1.291600e-01   1.953220e-02
   1.292486e-01   1.464915e-02
   1.293373e-01  -2.929831e-02
   1.294259e-01   4.394746e-02
   1.295146e-01   1.269593e-01
   1.296032e-01   9.766102e-03
   1.296918e-01   5.371356e-02
   1.297805e-01   0.000000e+00
   1.298691e-01   0.000000e+00
   1.299578e-01  -9.766102e-03
   1.300464e-01   5.859661e-02
   1.301350e-01  -4.883051e-02
   1.302237e-01   4.883051e-03
   1.303123e-01   1.025441e-01
   1.304010e-01  -9.766102e-03
   1.304896e-01   9.766102e-03
   1.305782e-01   7.324576e-02
   1.306669e-01   3.418136e-02
   1.307555e-01   7.812882e-02
   1.308442e-01   8.301187e-02
   1.309328e-01   4.883051e-02
   1.310214e-01  -4.883051e-03
   1.311101e-01   0.000000e+00
   1.311987e-01   1.953220e-02
   1.312874e-01   3.418136e-02
   1.313760e-01   5.371356e-02
   1.314646e-01   1.269593e-01
   1.315533e-01   2.441526e-02
   1.316419e-01   9.766102e-02
   1.317306e-01  -2.441526e-02
   1.318192e-01   9.766102e-02
   1.319078e-01   5.859661e-02
   1.319965e-01  -2.441526e-02
   1.320851e-01   4.883051e-03
   1.321738e-01  -9.766102e-03
   1.322624e-01   1.953220e-02
   1.323510e-01   4.394746e-02
   1.324397e-01  -4.883051e-03
   1.325283e-01  -4.394746e-02
   1.326170e-01  -1.953220e-02
   1.327056e-01   5.859661e-02
   1.327942e-01   2.002051e-01
   1.328829e-01   1.953220e-02
   1.329715e-01   4.883051e-02
   1.330602e-01  -1.953220e-02
   1.331488e-01  -2.929831e-02
   1.332374e-01  -3.906441e-02
   1.333261e-01   6.347966e-02
   1.334147e-01  -2.929831e-02
   1.335034e-01   1.269593e-01
   1.335920e-01  -7.812882e-02
   1.336806e-01  -4.883051e-02
   1.337693e-01  -4.883051e-03
   1.338579e-01  -1.464915e-02
   1.339466e-01   8.301187e-02
   1.340352e-01  -5.371356e-02
   1.341238e-01  -4.394746e-02
   1.342125e-01   3.906441e-02
   1.343011e-01   3.418136e-02
   1.343898e-01   1.025441e-01
   1.344784e-01   2.929831e-02
   1.345670e-01   4.883051e-02
   1.346557e-01   3.418136e-02
   1.347443e-01  -5.371356e-02
   1.348330e-01  -2.441526e-02
   1.349216e-01   7.324576e-02
   1.350102e-01  -6.347966e-02
   1.350989e-01   1.269593e-01
   1.351875e-01   5.371356e-02
   1.352762e-01   1.269593e-01
   1.353648e-01   9.277797e-02
   1.354534e-01  -4.883051e-02
   1.355421e-01  -3.418136e-02
   1.356307e-01  -1.025441e-01
   1.357194e-01   3.418136e-02
   1.358080e-01   7.324576e-02
   1.358966e-01   9.277797e-02
   1.359853e-01  -1.025441e-01
   1.360739e-01   1.953220e-02
   1.361626e-01   3.418136e-02
   1.362512e-01   6.836271e-02
   1.363398e-01  -3.418136e-02
   1.364285e-01   5.859661e-02
   1.365171e-01  -1.464915e-02
   1.366058e-01   7.812882e-02
   1.366944e-01   1.171932e-01
   1.367830e-01  -5.371356e-02
   1.368717e-01   0.000000e+00
   1.369603e-01  -1.074271e-01
   1.370490e-01  -3.906441e-02
   1.371376e-01  -4.883051e-03
   1.372262e-01   4.883051e-02
   1.373149e-01  -7.324576e-02
   1.374035e-01   9.766102e-03
   1.374922e-01  -4.883051e-03
   1.375808e-01   5.371356e-02
   1.376694e-01   1.025441e-01
   1.377581e-01   4.883051e-03
   1.378467e-01  -4.883051e-03
   1.379354e-01   6.836271e-02
   1.380240e-01   4.883051e-03
   1.381126e-01   7.324576e-02
   1.382013e-01  -6.347966e-02
