07/07/22	3:24 PM
Pseudo Cross Correlation
Scattering angle:	20.0
Duration (s):	900
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.891
Temperature (K):	298.1
Laser intensity (mW):	0.719400
Average Count rate  A (kHz):	249.5
Average Count rate  B (kHz):	244.6
Intercept:	1.0983
Cumulant 1st	510.34
Cumulant 2nd	436.37	1740.75
Cumulant 3rd	414.97	2181.07

Lag time (s)         g2-1
1.250000E-8	1.096201
2.500000E-8	1.096246
3.750000E-8	1.098587
5.000000E-8	1.099558
6.250000E-8	1.098796
7.500000E-8	1.098561
8.750000E-8	1.098782
1.000000E-7	1.098341
1.125000E-7	1.098178
1.250000E-7	1.099051
1.375000E-7	1.099945
1.500000E-7	1.099804
1.625000E-7	1.098933
1.750000E-7	1.099323
1.875000E-7	1.099507
2.000000E-7	1.097645
2.125000E-7	1.098206
2.375000E-7	1.099644
2.625000E-7	1.098436
2.875000E-7	1.100938
3.125000E-7	1.098087
3.375000E-7	1.097281
3.625000E-7	1.098067
3.875000E-7	1.098164
4.125000E-7	1.098187
4.625000E-7	1.099079
5.125000E-7	1.098494
5.625000E-7	1.097994
6.125000E-7	1.099021
6.625000E-7	1.098362
7.125000E-7	1.097930
7.625000E-7	1.098428
8.125000E-7	1.097621
9.125000E-7	1.097667
1.012500E-6	1.097623
1.112500E-6	1.099282
1.212500E-6	1.099000
1.312500E-6	1.098152
1.412500E-6	1.098422
1.512500E-6	1.098168
1.612500E-6	1.097942
1.812500E-6	1.098756
2.012500E-6	1.098950
2.212500E-6	1.097849
2.412500E-6	1.098383
2.612500E-6	1.097842
2.812500E-6	1.098102
3.012500E-6	1.098352
3.212500E-6	1.098238
3.612500E-6	1.098905
4.012500E-6	1.098012
4.412500E-6	1.097967
4.812500E-6	1.097966
5.212500E-6	1.097864
5.612500E-6	1.097896
6.012500E-6	1.097634
6.412500E-6	1.097784
7.212500E-6	1.098153
8.012500E-6	1.098115
8.812500E-6	1.097971
9.612500E-6	1.098310
1.041250E-5	1.097971
1.121250E-5	1.097869
1.201250E-5	1.098008
1.281250E-5	1.097848
1.441250E-5	1.097831
1.601250E-5	1.097608
1.761250E-5	1.097784
1.921250E-5	1.097870
2.081250E-5	1.097600
2.241250E-5	1.097416
2.401250E-5	1.097961
2.561250E-5	1.097499
2.881250E-5	1.097537
3.201250E-5	1.097546
3.521250E-5	1.097325
3.841250E-5	1.097328
4.161250E-5	1.097269
4.481250E-5	1.097228
4.801250E-5	1.096813
5.121250E-5	1.096883
5.761250E-5	1.096831
6.401250E-5	1.096693
7.041250E-5	1.096544
7.681250E-5	1.096196
8.321250E-5	1.096114
8.961250E-5	1.096181
9.601250E-5	1.095833
0.000102	1.095714
0.000115	1.095331
0.000128	1.095127
0.000141	1.094761
0.000154	1.094522
0.000166	1.094110
0.000179	1.093973
0.000192	1.093523
0.000205	1.093228
0.000230	1.092684
0.000256	1.092086
0.000282	1.091469
0.000307	1.090872
0.000333	1.090342
0.000358	1.089716
0.000384	1.089182
0.000410	1.088633
0.000461	1.087507
0.000512	1.086379
0.000563	1.085305
0.000614	1.084289
0.000666	1.083190
0.000717	1.082275
0.000768	1.081203
0.000819	1.080219
0.000922	1.078229
0.001024	1.076272
0.001126	1.074349
0.001229	1.072542
0.001331	1.070689
0.001434	1.068898
0.001536	1.067119
0.001638	1.065361
0.001843	1.061944
0.002048	1.058609
0.002253	1.055305
0.002458	1.052099
0.002662	1.048935
0.002867	1.045812
0.003072	1.042711
0.003277	1.039674
0.003686	1.033610
0.004096	1.027632
0.004506	1.021746
0.004915	1.015928
0.005325	1.010091
0.005734	1.004335
0.006144	0.998632
0.006554	0.992962
0.007373	0.981790
0.008192	0.970729
0.009011	0.959811
0.009830	0.949041
0.010650	0.938367
0.011469	0.927826
0.012288	0.917433
0.013107	0.907170
0.014746	0.887006
0.016384	0.867322
0.018022	0.848214
0.019661	0.829604
0.021299	0.811367
0.022938	0.793549
0.024576	0.776147
0.026214	0.759404
0.029491	0.727043
0.032768	0.696360
0.036045	0.667451
0.039322	0.640089
0.042598	0.613937
0.045875	0.588798
0.049152	0.564516
0.052429	0.541487
0.058982	0.497976
0.065536	0.458822
0.072090	0.423425
0.078643	0.391753
0.085197	0.363188
0.091750	0.337988
0.098304	0.315725
0.104858	0.296076
0.117965	0.260544
0.131072	0.230668
0.144179	0.207763
0.157286	0.188858
0.170394	0.172908
0.183501	0.158948
0.196608	0.146787
0.209715	0.136411
0.235930	0.114139
0.262144	0.096765
0.288358	0.085846
0.314573	0.078711
0.340787	0.074472
0.367002	0.075167
0.393216	0.080718
0.419430	0.081005
0.471859	0.075721
0.524288	0.073119
0.576717	0.071030
0.629146	0.060247
0.681574	0.054235
0.734003	0.052740
0.786432	0.062030
0.838861	0.062747
0.943718	0.055530
1.048576	0.042849
1.153434	0.035290
1.258291	0.035081
1.363149	0.043928
1.468006	0.048523
1.572864	0.046970
1.677722	0.047251
1.887437	0.051354
2.097152	0.057381
2.306867	0.051078
2.516582	0.054849
2.726298	0.053314
2.936013	0.052802
3.145728	0.054871
3.355443	0.058630
3.774873	0.048425
4.194304	0.040542
4.613734	0.054658
5.033165	0.050285
5.452595	0.051850
5.872025	0.057498
6.291456	0.057502
6.710886	0.054877
7.549747	0.048752
8.388608	0.051829
9.227468	0.048100
10.066330	0.053677
10.905190	0.057652
11.744051	0.054921
12.582912	0.055801
13.421773	0.052827
15.099494	0.057861
16.777216	0.054864
18.454937	0.056637
20.132660	0.057428
21.810381	0.052469
23.488102	0.054834
